Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Mostly Cloudy,3/26/2013 14:51:00,-2.2,,,52,,1007.1,7.2,10:51 AM,,16.1,Variable,5.6,0
Scattered Clouds,3/26/2013 15:51:00,-3.3,,,44,,1006.8,8.3,11:51 AM,,16.1,Variable,7.4,0
Scattered Clouds,3/26/2013 16:51:00,-4.4,,,35,,1006.8,10.6,12:51 PM,,16.1,Variable,7.4,0
Mostly Cloudy,3/26/2013 17:51:00,-5.6,,,33,,1006.5,10,1:51 PM,,16.1,NW,13,310
Overcast,3/26/2013 18:51:00,-5.6,,,35,,1006.5,9.4,2:51 PM,,16.1,North,14.8,360
Overcast,3/26/2013 19:51:00,-5,,,36,,1006.8,9.4,3:51 PM,,16.1,Calm,Calm,0
Overcast,3/26/2013 20:51:00,-4.4,,29.6,35,,1007.2,10.6,4:51 PM,,16.1,NE,13,50
Overcast,3/26/2013 21:51:00,-4.4,,,39,,1007.8,8.9,5:51 PM,,16.1,WNW,13,290
Mostly Cloudy,3/26/2013 22:51:00,-4.4,,,41,,1008.6,8.3,6:51 PM,,16.1,Variable,9.3,0
Partly Cloudy,3/26/2013 23:51:00,-3.9,,,46,,1009.3,7.2,7:51 PM,,16.1,NW,7.4,310
Clear,3/27/2013 0:51:00,-4.4,,,42,,1009.9,7.8,8:51 PM,,16.1,Variable,5.6,0
Clear,3/27/2013 1:51:00,-4.4,,,45,,1010.6,6.7,9:51 PM,,16.1,WNW,7.4,300
Clear,3/27/2013 2:51:00,-4.4,,,47,,1010.9,6.1,10:51 PM,,16.1,NW,11.1,310
Clear,3/27/2013 3:51:00,-4.4,,,49,,1011.1,5.6,11:51 PM,,16.1,West,5.6,280
Clear,3/27/2013 4:51:00,-3.9,,,53,,1011.3,5,12:51 AM,,16.1,Variable,5.6,0
Clear,3/27/2013 5:51:00,-4.4,,,53,,1011.4,4.4,1:51 AM,,16.1,West,7.4,280
Clear,3/27/2013 6:51:00,-5,,,53,,1011.3,3.9,2:51 AM,,16.1,NW,11.1,310
Clear,3/27/2013 7:51:00,-5.6,,,53,,1011,3.3,3:51 AM,,16.1,WNW,9.3,300
Partly Cloudy,3/27/2013 8:51:00,-6.1,,,51,,1011.2,3.3,4:51 AM,,16.1,Variable,5.6,0
Clear,3/27/2013 9:51:00,-5.6,,,54,,1011.7,2.8,5:51 AM,,16.1,Variable,9.3,0
Clear,3/27/2013 10:51:00,-5.6,,,54,,1012.4,2.8,6:51 AM,,16.1,Calm,Calm,0
Clear,3/27/2013 11:51:00,-5,,,57,,1012.8,2.8,7:51 AM,,16.1,Variable,5.6,0
Clear,3/27/2013 12:51:00,-3.9,,,57,,1013.1,3.9,8:51 AM,,16.1,WNW,11.1,300
Clear,3/27/2013 13:51:00,-3.3,,,53,,1013.1,5.6,9:51 AM,,16.1,West,16.7,280
Clear,3/27/2013 14:51:00,-3.3,,,48,,1012.8,7.2,10:51 AM,,16.1,NW,14.8,320
Clear,3/27/2013 15:51:00,-4.4,,,38,,1012.4,9.4,11:51 AM,,16.1,Variable,11.1,0
Mostly Cloudy,3/27/2013 16:51:00,-7.2,,,32,,1012.1,8.9,12:51 PM,,16.1,North,-9999,0
Overcast,3/27/2013 17:51:00,-6.7,,,32,,1011.7,9.4,1:51 PM,,16.1,WNW,13,290
Mostly Cloudy,3/27/2013 18:51:00,-6.7,,,31,,1011.4,10,2:51 PM,,16.1,WNW,11.1,300
Mostly Cloudy,3/27/2013 19:51:00,-7.8,,25.9,27,,1011.2,10.6,3:51 PM,,16.1,Variable,9.3,0
Scattered Clouds,3/27/2013 20:51:00,-6.7,,,29,,1011.4,10.6,4:51 PM,,16.1,Variable,9.3,0
Scattered Clouds,3/27/2013 21:51:00,-7.2,,,28,,1011.7,10.6,5:51 PM,,16.1,North,-9999,0
Partly Cloudy,3/27/2013 22:51:00,-6.1,,,33,,1012.4,9.4,6:51 PM,,16.1,North,-9999,0
Mostly Cloudy,3/27/2013 23:51:00,-1.7,,,53,,1013.6,7.2,7:51 PM,,16.1,North,-9999,0
Scattered Clouds,3/28/2013 0:51:00,-1.7,,,55,,1014.2,6.7,8:51 PM,,16.1,Variable,9.3,0
Clear,3/28/2013 1:51:00,-2.8,,,53,,1014.8,6.1,9:51 PM,,16.1,Variable,5.6,0
Clear,3/28/2013 2:51:00,-2.2,,,58,,1014.8,5.6,10:51 PM,,16.1,Variable,7.4,0
Clear,3/28/2013 3:51:00,-2.2,,,60,,1014.9,5,11:51 PM,,16.1,Variable,7.4,0
Clear,3/28/2013 4:51:00,-2.2,,,63,,1015,4.4,12:51 AM,,16.1,North,-9999,0
Clear,3/28/2013 5:51:00,-2.2,,,65,,1014.9,3.9,1:51 AM,,16.1,Variable,5.6,0
Clear,3/28/2013 6:51:00,-2.2,,,65,,1014.6,3.9,2:51 AM,,16.1,Variable,7.4,0
Clear,3/28/2013 7:51:00,-2.2,,,65,,1014.4,3.9,3:51 AM,,16.1,Calm,Calm,0
Clear,3/28/2013 8:51:00,-2.8,,,65,,1014.4,3.3,4:51 AM,,16.1,Variable,7.4,0
Clear,3/28/2013 9:51:00,-2.2,,,68,,1014.4,3.3,5:51 AM,,16.1,North,-9999,0
Clear,3/28/2013 10:51:00,-2.2,,,68,,1014.9,3.3,6:51 AM,,16.1,Variable,5.6,0
Clear,3/28/2013 11:51:00,-2.2,,,68,,1015.3,3.3,7:51 AM,,16.1,NW,11.1,310
Clear,3/28/2013 12:51:00,-2.8,,,57,,1015.5,5,8:51 AM,,16.1,Variable,11.1,0
Clear,3/28/2013 13:51:00,-2.8,,,51,,1015.5,6.7,9:51 AM,,16.1,NW,14.8,310
Mostly Cloudy,3/28/2013 14:51:00,-3.9,,,42,,1015.9,8.3,10:51 AM,,16.1,Variable,11.1,0
Overcast,3/28/2013 15:51:00,-3.3,,,46,,1015.9,7.8,11:51 AM,,16.1,Variable,7.4,0
Mostly Cloudy,3/28/2013 16:51:00,-3.3,,,41,,1015.8,9.4,12:51 PM,,16.1,NE,13,50
Mostly Cloudy,3/28/2013 17:51:00,-2.2,,,46,,1015.8,8.9,1:51 PM,,16.1,Variable,5.6,0
Overcast,3/28/2013 18:51:00,-2.2,,,46,,1015.7,8.9,2:51 PM,,16.1,Variable,11.1,0
Overcast,3/28/2013 19:51:00,-2.2,,,44,,1015.7,9.4,3:51 PM,,16.1,Variable,9.3,0
Overcast,3/28/2013 20:51:00,-0.6,,,56,0,1016.2,7.8,4:51 PM,,16.1,WNW,9.3,300
Overcast,3/28/2013 21:51:00,-1.7,,,48,0,1016.5,8.9,5:51 PM,,16.1,North,16.7,10
Overcast,3/28/2013 22:51:00,-1.7,,,50,0,1017.3,8.3,6:51 PM,,16.1,North,-9999,0
Overcast,3/28/2013 23:51:00,-2.2,,,48,,1017.9,8.3,7:51 PM,,16.1,Variable,7.4,0
Overcast,3/29/2013 0:51:00,-2.2,,,48,,1018.5,8.3,8:51 PM,,16.1,Variable,9.3,0
Scattered Clouds,3/29/2013 1:51:00,-2.2,,35.2,50,,1019.1,7.8,9:51 PM,,16.1,NW,13,310
Overcast,3/29/2013 2:51:00,-2.2,,,52,,1019.3,7.2,10:51 PM,,16.1,NW,14.8,310
Mostly Cloudy,3/29/2013 3:51:00,-2.2,,,53,,1019.5,6.7,11:51 PM,,16.1,NW,11.1,310
Mostly Cloudy,3/29/2013 4:51:00,-2.2,,,53,,1019.5,6.7,12:51 AM,,16.1,WNW,7.4,300
Mostly Cloudy,3/29/2013 5:51:00,-2.2,,,56,,1019.8,6.1,1:51 AM,,16.1,NW,11.1,310
Scattered Clouds,3/29/2013 6:51:00,-2.8,,,53,,1019.9,6.1,2:51 AM,,16.1,WNW,9.3,300
Mostly Cloudy,3/29/2013 7:51:00,-2.2,,,56,,1019.8,6.1,3:51 AM,,16.1,NW,9.3,310
Clear,3/29/2013 8:51:00,-2.2,,,58,,1019.9,5.6,4:51 AM,,16.1,Variable,5.6,0
Clear,3/29/2013 9:51:00,-2.2,,,60,,1020,5,5:51 AM,,16.1,Calm,Calm,0
Clear,3/29/2013 10:51:00,-2.2,,,63,,1020.1,4.4,6:51 AM,,16.1,NW,9.3,310
Clear,3/29/2013 11:51:00,-2.2,,,60,,1020.6,5,7:51 AM,,16.1,WNW,14.8,290
Clear,3/29/2013 12:51:00,-2.2,,,56,,1020.5,6.1,8:51 AM,,16.1,NW,11.1,310
Clear,3/29/2013 13:51:00,-2.8,,,47,,1020.4,7.8,9:51 AM,,16.1,Variable,5.6,0
Clear,3/29/2013 14:51:00,-3.3,,,39,,1020.2,10,10:51 AM,,16.1,Variable,7.4,0
Clear,3/29/2013 15:51:00,-3.3,,,37,,1019.9,11.1,11:51 AM,,16.1,Variable,5.6,0
Overcast,3/29/2013 16:51:00,-4.4,,,32,,1019.2,11.7,12:51 PM,,16.1,WNW,13,290
Clear,3/29/2013 17:51:00,-4.4,,,31,,1018.3,12.2,1:51 PM,,16.1,Calm,Calm,0
Overcast,3/29/2013 18:51:00,-5,,,31,,1017.7,11.7,2:51 PM,,16.1,WNW,11.1,290
Overcast,3/29/2013 19:51:00,-5,,,32,,1017.6,11.1,3:51 PM,,16.1,WNW,14.8,300
Overcast,3/29/2013 20:51:00,-4.4,,31.5,34,,1017.8,11.1,4:51 PM,,16.1,NW,18.5,310
Partly Cloudy,3/29/2013 21:51:00,-3.9,,29.6,38,,1018.3,10,5:51 PM,,16.1,NW,16.7,310
Mostly Cloudy,3/29/2013 22:51:00,-4.4,,38.9,38,,1018.7,9.4,6:51 PM,,16.1,NW,22.2,310
Mostly Cloudy,3/29/2013 23:51:00,-4.4,,,39,,1019,8.9,7:51 PM,,16.1,North,13,360
Clear,3/30/2013 0:51:00,-3.9,,,42,,1019.6,8.3,8:51 PM,,16.1,WNW,9.3,300
Scattered Clouds,3/30/2013 1:51:00,-3.3,,,46,,1020.1,7.8,9:51 PM,,16.1,Calm,Calm,0
Overcast,3/30/2013 2:51:00,-3.3,,,46,,1020.3,7.8,10:51 PM,,16.1,Variable,7.4,0
Mostly Cloudy,3/30/2013 3:51:00,-2.8,,,51,,1020.3,6.7,11:51 PM,,16.1,Calm,Calm,0
Clear,3/30/2013 4:51:00,-2.8,,,53,,1020.4,6.1,12:51 AM,,16.1,Calm,Calm,0
Clear,3/30/2013 5:51:00,-2.8,,,51,,1020.3,6.7,1:51 AM,,16.1,Variable,7.4,0
Clear,3/30/2013 6:51:00,-2.2,,,56,,1020.1,6.1,2:51 AM,,16.1,WNW,11.1,290
Clear,3/30/2013 7:51:00,-2.2,,,58,,1020,5.6,3:51 AM,,16.1,WNW,5.6,290
Clear,3/30/2013 8:51:00,-2.2,,,60,,1020.3,5,4:51 AM,,16.1,WNW,7.4,300
Clear,3/30/2013 9:51:00,-2.2,,,63,,1020.4,4.4,5:51 AM,,16.1,West,7.4,280
Clear,3/30/2013 10:51:00,-2.2,,,60,,1020.7,5,6:51 AM,,16.1,Calm,Calm,0
Clear,3/30/2013 11:51:00,-2.8,,,57,,1021.3,5,7:51 AM,,16.1,Variable,11.1,0
Clear,3/30/2013 12:51:00,-2.8,,,53,,1021.5,6.1,8:51 AM,,16.1,WNW,11.1,300
Clear,3/30/2013 13:51:00,-2.2,,,50,,1021.4,7.8,9:51 AM,,16.1,Variable,7.4,0
Clear,3/30/2013 14:51:00,-2.8,,,41,,1021.3,10,10:51 AM,,16.1,Variable,5.6,0
Mostly Cloudy,3/30/2013 15:51:00,-4.4,,,35,,1020.8,10.6,11:51 AM,,16.1,Variable,7.4,0
Scattered Clouds,3/30/2013 16:51:00,-6.7,,,26,,1020.2,12.2,12:51 PM,,16.1,NW,13,320
Clear,3/30/2013 17:51:00,-7.2,,,24,,1019.1,13.3,1:51 PM,,16.1,Variable,5.6,0
Mostly Cloudy,3/30/2013 18:51:00,-7.8,,,22,,1018.5,13.9,2:51 PM,,16.1,Variable,11.1,0
Mostly Cloudy,3/30/2013 19:51:00,-8.9,,,20,,1018.1,13.9,3:51 PM,,16.1,WNW,14.8,290
Mostly Cloudy,3/30/2013 20:51:00,-8.3,,,20,,1017.8,14.4,4:51 PM,,16.1,Variable,7.4,0
Partly Cloudy,3/30/2013 21:51:00,-9.4,,,19,,1018,13.9,5:51 PM,,16.1,West,11.1,280
Clear,3/30/2013 22:51:00,-3.9,,,33,,1018.2,12.2,6:51 PM,,16.1,Calm,Calm,0
Clear,3/30/2013 23:51:00,-2.8,,,39,,1018.8,10.6,7:51 PM,,16.1,Variable,5.6,0
Clear,3/31/2013 0:51:00,-1.7,,,46,,1019.3,9.4,8:51 PM,,16.1,NE,7.4,50
Clear,3/31/2013 1:51:00,-1.7,,,44,,1019.5,10,9:51 PM,,16.1,Calm,Calm,0
Clear,3/31/2013 2:51:00,-1.1,,,48,,1019.7,9.4,10:51 PM,,16.1,Calm,Calm,0
Clear,3/31/2013 3:51:00,-1.7,,,44,,1019.9,10,11:51 PM,,16.1,Calm,Calm,0
Clear,3/31/2013 4:51:00,-7.2,,,29,,1019.9,10,12:51 AM,,16.1,Variable,5.6,0
Clear,3/31/2013 5:51:00,-6.7,,,32,,1019.7,9.4,1:51 AM,,16.1,WSW,7.4,250
Clear,3/31/2013 6:51:00,-5.6,,,36,,1019.8,8.9,2:51 AM,,16.1,Variable,5.6,0
Clear,3/31/2013 7:51:00,-5,,,40,,1019.4,7.8,3:51 AM,,16.1,WSW,9.3,250
Clear,3/31/2013 8:51:00,-3.3,,,46,,1019.4,7.8,4:51 AM,,16.1,Variable,9.3,0
Clear,3/31/2013 9:51:00,-3.3,,,48,,1019.2,7.2,5:51 AM,,16.1,WSW,7.4,250
Clear,3/31/2013 10:51:00,-2.8,,,49,,1019.1,7.2,6:51 AM,,16.1,WSW,7.4,250
Clear,3/31/2013 11:51:00,-2.2,,,50,,1019.1,7.8,7:51 AM,,16.1,WSW,7.4,250
Clear,3/31/2013 12:51:00,-2.2,,,43,,1018.8,10,8:51 AM,,16.1,Variable,9.3,0
Clear,3/31/2013 13:51:00,-2.2,,,40,,1018.4,11.1,9:51 AM,,16.1,Variable,5.6,0
Clear,3/31/2013 14:51:00,-3.3,,,34,,1018.1,12.2,10:51 AM,,16.1,South,14.8,180
Clear,3/31/2013 15:51:00,0,,27.8,47,,1017.4,11.1,11:51 AM,,16.1,Variable,9.3,0
Clear,3/31/2013 16:51:00,2.2,,25.9,52,,1016.3,11.7,12:51 PM,,16.1,SSW,18.5,200
Overcast,3/31/2013 17:51:00,0.6,,38.9,47,,1015.4,11.7,1:51 PM,,16.1,SSE,18.5,160
Overcast,3/31/2013 18:51:00,1.1,,,52,,1014.5,10.6,2:51 PM,,16.1,Calm,Calm,0
Overcast,3/31/2013 19:51:00,1.1,,27.8,50,,1013.2,11.1,3:51 PM,,16.1,Variable,7.4,0
Overcast,3/31/2013 20:51:00,1.7,,33.3,57,,1012.5,10,4:51 PM,,16.1,South,11.1,180
Overcast,3/31/2013 21:51:00,2.8,,29.6,64,,1011.3,9.4,5:51 PM,,16.1,Variable,9.3,0
Overcast,3/31/2013 22:51:00,4.4,,,77,0,1009.9,8.3,6:51 PM,,12.9,South,13,170
Rain,3/31/2013 23:51:00,5,Rain,33.3,80,0,1008.2,8.3,7:51 PM,,6.4,SE,22.2,140
Light Rain,4/1/2013 0:51:00,6.1,Rain,33.3,93,0.04,1007.4,7.2,8:51 PM,,4.8,SSE,18.5,150
Light Rain,4/1/2013 1:51:00,6.7,Rain,,93,0.02,1006.3,7.8,9:51 PM,,6.4,Variable,9.3,0
Light Rain,4/1/2013 2:51:00,6.7,Rain,,93,0.01,1005.5,7.8,10:51 PM,,6.4,SSE,5.6,150
Overcast,4/1/2013 3:28:00,7.2,,,96,0.01,1005.3,7.8,11:28 PM,,3.2,Calm,Calm,0
Overcast,4/1/2013 3:41:00,7.2,,,96,0.01,1005.6,7.8,11:41 PM,,2.4,Calm,Calm,0
Overcast,4/1/2013 3:51:00,6.7,,,93,0.01,1005,7.8,11:51 PM,,3.2,WNW,5.6,300
Overcast,4/1/2013 4:14:00,7.2,,,96,,1005.3,7.8,12:14 AM,,3.2,Calm,Calm,0
Overcast,4/1/2013 4:51:00,7.2,,,96,,1004.7,7.8,12:51 AM,,4,NW,9.3,310
Overcast,4/1/2013 5:19:00,6.7,,,93,,1005.6,7.8,1:19 AM,,4.8,North,-9999,0
Overcast,4/1/2013 5:35:00,6.7,,,93,,1005.6,7.8,1:35 AM,,6.4,West,11.1,280
Overcast,4/1/2013 5:51:00,6.7,,,93,,1004.7,7.8,1:51 AM,,8,WNW,7.4,290
Overcast,4/1/2013 6:34:00,6.1,,,89,,1006,7.8,2:34 AM,,12.9,WSW,13,240
Overcast,4/1/2013 6:51:00,6.1,,,86,,1005.5,8.3,2:51 AM,,14.5,Calm,Calm,0
Scattered Clouds,4/1/2013 7:38:00,5.6,,25.9,86,,1006.3,7.8,3:38 AM,,16.1,WSW,11.1,250
Scattered Clouds,4/1/2013 7:51:00,5.6,,,86,,1005.5,7.8,3:51 AM,,14.5,WSW,13,240
Partly Cloudy,4/1/2013 8:51:00,5.6,,,86,,1005.6,7.8,4:51 AM,,14.5,WSW,11.1,250
Mostly Cloudy,4/1/2013 9:07:00,5.6,,,86,,1006.3,7.8,5:07 AM,,14.5,Calm,Calm,0
Mostly Cloudy,4/1/2013 9:30:00,5.6,,,86,,1006.7,7.8,5:30 AM,,12.9,WSW,7.4,240
Overcast,4/1/2013 9:51:00,6.1,,,89,,1006,7.8,5:51 AM,,11.3,Variable,7.4,0
Scattered Clouds,4/1/2013 10:23:00,5.6,,,86,,1006.7,7.8,6:23 AM,,9.7,Calm,Calm,0
Clear,4/1/2013 10:51:00,5.6,,,90,,1005.8,7.2,6:51 AM,,8,North,-9999,0
Clear,4/1/2013 11:51:00,5.6,,,86,,1005.7,7.8,7:51 AM,,8,North,-9999,0
Haze,4/1/2013 12:51:00,5.6,,,80,,1005.7,8.9,8:51 AM,,9.7,West,9.3,270
Haze,4/1/2013 13:51:00,5.6,,,74,,1005.3,10,9:51 AM,,9.7,WSW,14.8,240
Clear,4/1/2013 14:51:00,5.6,,,64,,1005,12.2,10:51 AM,,11.3,Variable,11.1,0
Partly Cloudy,4/1/2013 15:51:00,5,,,55,,1004.5,13.9,11:51 AM,,16.1,Variable,9.3,0
Partly Cloudy,4/1/2013 16:51:00,3.9,,,46,,1003.6,15.6,12:51 PM,,16.1,West,22.2,260
Partly Cloudy,4/1/2013 17:51:00,2.2,,33.3,38,,1003,16.7,1:51 PM,,16.1,Variable,11.1,0
Partly Cloudy,4/1/2013 18:51:00,3.3,,29.6,42,,1003,16.1,2:51 PM,,16.1,Variable,11.1,0
Overcast,4/1/2013 19:51:00,1.1,,50,42,,1003.9,13.9,3:51 PM,,16.1,NW,13,310
Light Rain,4/1/2013 20:51:00,3.3,Rain,35.2,73,0,1006,7.8,4:51 PM,,11.3,NNW,13,340
Overcast,4/1/2013 21:51:00,1.1,,,65,0,1006.7,7.2,5:51 PM,,16.1,WNW,14.8,300
Partly Cloudy,4/1/2013 22:51:00,0,,,56,,1006.9,8.3,6:51 PM,,16.1,Calm,Calm,0
Clear,4/1/2013 23:51:00,0,,,58,,1007.8,7.8,7:51 PM,,16.1,Calm,Calm,0
Clear,4/2/2013 0:51:00,-7.8,,27.8,35,,1009.8,6.7,8:51 PM,,16.1,Variable,11.1,0
Clear,4/2/2013 1:51:00,-10,,,33,,1011.3,5,9:51 PM,,16.1,North,-9999,0
Clear,4/2/2013 2:51:00,-11.7,,,32,,1012.1,3.9,10:51 PM,,16.1,North,-9999,0
Clear,4/2/2013 3:51:00,-11.7,,40.7,33,,1012.7,3.3,11:51 PM,,16.1,NW,14.8,310
Clear,4/2/2013 4:51:00,-11.7,,33.3,34,,1013.4,2.8,12:51 AM,,16.1,NW,14.8,310
Clear,4/2/2013 5:51:00,-11.7,,,36,,1013.6,2.2,1:51 AM,,16.1,WNW,9.3,290
Clear,4/2/2013 6:51:00,-11.7,,,37,,1013.6,1.7,2:51 AM,,16.1,Variable,11.1,0
Clear,4/2/2013 7:51:00,-11.1,,,40,,1013.4,1.1,3:51 AM,,16.1,WNW,14.8,290
Clear,4/2/2013 8:51:00,-11.1,,,40,,1013.6,1.1,4:51 AM,,16.1,West,13,280
Clear,4/2/2013 9:51:00,-11.7,,,38,,1014.1,1.1,5:51 AM,,16.1,Variable,7.4,0
Clear,4/2/2013 10:51:00,-11.1,,,42,,1015,0.6,6:51 AM,,16.1,WNW,9.3,300
Clear,4/2/2013 11:51:00,-10,,,46,,1015.8,0.6,7:51 AM,,16.1,North,-9999,0
Clear,4/2/2013 12:51:00,-10,,,44,,1016.2,1.1,8:51 AM,,16.1,North,-9999,0
Mostly Cloudy,4/2/2013 13:51:00,-10.6,,40.7,40,,1016.1,1.7,9:51 AM,,16.1,WNW,20.4,290
Mostly Cloudy,4/2/2013 14:51:00,-10.6,,46.3,37,,1016.2,2.8,10:51 AM,,16.1,Variable,11.1,0
Mostly Cloudy,4/2/2013 15:51:00,-11.7,,31.5,33,,1015.8,3.3,11:51 AM,,16.1,West,14.8,270
Partly Cloudy,4/2/2013 16:51:00,-12.8,,40.7,29,,1015.5,3.9,12:51 PM,,16.1,WNW,24.1,300
Partly Cloudy,4/2/2013 17:51:00,-12.8,,42.6,28,,1015,4.4,1:51 PM,,16.1,West,20.4,280
Scattered Clouds,4/2/2013 18:51:00,-12.8,,33.3,26,,1014.6,5.6,2:51 PM,,16.1,WNW,18.5,290
Mostly Cloudy,4/2/2013 19:51:00,-13.3,,,26,,1014.2,5,3:51 PM,,16.1,North,-9999,0
Scattered Clouds,4/2/2013 20:51:00,-13.9,,48.2,24,,1014.2,5.6,4:51 PM,,16.1,West,31.5,280
Mostly Cloudy,4/2/2013 21:51:00,-13.9,,44.4,24,,1014.9,5.6,5:51 PM,,16.1,West,22.2,280
Clear,4/2/2013 22:51:00,-13.9,,40.7,24,,1015.5,5.6,6:51 PM,,16.1,NW,14.8,310
Clear,4/2/2013 23:51:00,-13.3,,,26,,1015.9,5,7:51 PM,,16.1,West,16.7,280
Clear,4/3/2013 0:51:00,-12.8,,,28,,1016.8,4.4,8:51 PM,,16.1,WNW,9.3,290
Clear,4/3/2013 1:51:00,-12.2,,,29,,1017.4,4.4,9:51 PM,,16.1,WNW,11.1,290
Clear,4/3/2013 2:51:00,-12.2,,,32,,1017.9,3.3,10:51 PM,,16.1,NW,13,320
Clear,4/3/2013 3:51:00,-12.2,,,33,,1018.6,2.8,11:51 PM,,16.1,NW,14.8,310
Clear,4/3/2013 4:51:00,-13.3,,29.6,31,,1019,2.2,12:51 AM,,16.1,WNW,16.7,300
Clear,4/3/2013 5:51:00,-13.3,,,33,,1018.8,1.7,1:51 AM,,16.1,WNW,13,290
Clear,4/3/2013 6:51:00,-12.8,,35.2,34,,1018.6,1.7,2:51 AM,,16.1,WNW,16.7,290
Clear,4/3/2013 7:51:00,-12.2,,29.6,37,,1018.6,1.1,3:51 AM,,16.1,West,16.7,280
Clear,4/3/2013 8:51:00,-11.7,,33.3,38,,1019,1.1,4:51 AM,,16.1,WNW,16.7,300
Clear,4/3/2013 9:51:00,-11.7,,,40,,1019.6,0.6,5:51 AM,,16.1,Variable,11.1,0
Clear,4/3/2013 10:51:00,-11.7,,27.8,40,,1020.4,0.6,6:51 AM,,16.1,WNW,18.5,290
Clear,4/3/2013 11:51:00,-11.1,,35.2,42,,1021.2,0.6,7:51 AM,,16.1,West,13,270
Clear,4/3/2013 12:51:00,-11.1,,37,40,,1021,1.1,8:51 AM,,16.1,West,24.1,280
Clear,4/3/2013 13:51:00,-11.7,,33.3,36,,1020.8,2.2,9:51 AM,,16.1,Variable,9.3,0
Clear,4/3/2013 14:51:00,-11.1,,31.5,33,,1020.7,3.9,10:51 AM,,16.1,Variable,7.4,0
Clear,4/3/2013 15:51:00,-12.8,,38.9,28,,1020.8,4.4,11:51 AM,,16.1,NW,24.1,310
Partly Cloudy,4/3/2013 16:51:00,-12.2,,42.6,27,,1020.5,5.6,12:51 PM,,16.1,West,20.4,280
Clear,4/3/2013 17:51:00,-12.2,,37,26,,1019.8,6.1,1:51 PM,,16.1,WNW,20.4,290
Clear,4/3/2013 18:51:00,-13.3,,44.4,23,,1019.2,6.7,2:51 PM,,16.1,West,16.7,270
Clear,4/3/2013 19:51:00,-12.8,,35.2,23,,1019.4,7.2,3:51 PM,,16.1,WNW,18.5,290
Unknown,4/3/2013 20:15:00,-9999,,,,,-9999,-9999,4:15 PM,,-9999,North,-9999,0
Clear,4/3/2013 20:51:00,-13.9,,44.4,22,,1019.6,6.7,4:51 PM,,16.1,West,18.5,280
Partly Cloudy,4/3/2013 21:51:00,-13.9,,42.6,22,,1020.6,6.7,5:51 PM,,16.1,NW,22.2,310
Clear,4/3/2013 22:51:00,-14.4,,42.6,23,,1021.9,5.6,6:51 PM,,16.1,NW,24.1,310
Clear,4/3/2013 23:51:00,-13.3,,27.8,26,,1023.2,5,7:51 PM,,16.1,NW,18.5,320
Clear,4/4/2013 0:51:00,-13.3,,38.9,28,,1024.2,3.9,8:51 PM,,16.1,WNW,20.4,300
Clear,4/4/2013 1:51:00,-12.8,,33.3,30,,1025.1,3.3,9:51 PM,,16.1,Variable,9.3,0
Clear,4/4/2013 2:51:00,-12.2,,42.6,33,,1025.5,2.8,10:51 PM,,16.1,WNW,16.7,300
Clear,4/4/2013 3:51:00,-11.7,,46.3,36,,1025.4,2.2,11:51 PM,,16.1,NW,20.4,310
Clear,4/4/2013 4:51:00,-10.6,,37,39,,1024.9,2.2,12:51 AM,,16.1,WNW,22.2,300
Clear,4/4/2013 5:51:00,-10.6,,,40,,1024.9,1.7,1:51 AM,,16.1,Variable,9.3,0
Clear,4/4/2013 6:51:00,-10.6,,,42,,1025.6,1.1,2:51 AM,,16.1,Variable,7.4,0
Clear,4/4/2013 7:51:00,-10,,,44,,1026.5,1.1,3:51 AM,,16.1,West,7.4,260
Clear,4/4/2013 8:51:00,-10,,,44,,1026.6,1.1,4:51 AM,,16.1,Calm,Calm,0
Clear,4/4/2013 9:51:00,-10,,,46,,1027.4,0.6,5:51 AM,,16.1,WNW,7.4,290
Clear,4/4/2013 10:51:00,-9.4,,,48,,1028.2,0.6,6:51 AM,,16.1,Calm,Calm,0
Clear,4/4/2013 11:51:00,-9.4,,,46,,1028.8,1.1,7:51 AM,,16.1,West,13,280
Clear,4/4/2013 12:51:00,-9.4,,,44,,1028.3,1.7,8:51 AM,,16.1,WNW,7.4,300
Clear,4/4/2013 13:51:00,-9.4,,,41,,1028,2.8,9:51 AM,,16.1,WNW,7.4,290
Clear,4/4/2013 14:51:00,-8.9,,,38,,1027.8,4.4,10:51 AM,,16.1,Variable,11.1,0
Clear,4/4/2013 15:51:00,-8.3,,,34,,1026.8,6.7,11:51 AM,,16.1,Variable,7.4,0
Clear,4/4/2013 16:51:00,-8.9,,,29,,1025.6,8.3,12:51 PM,,16.1,North,-9999,0
Clear,4/4/2013 17:51:00,-7.8,,,29,,1024.5,9.4,1:51 PM,,16.1,Variable,9.3,0
Clear,4/4/2013 18:51:00,-7.2,,,26,,1023.3,11.7,2:51 PM,,16.1,North,-9999,0
Clear,4/4/2013 19:51:00,-5.6,,29.6,36,,1022.2,8.9,3:51 PM,,16.1,South,18.5,180
Clear,4/4/2013 20:51:00,-4.4,,29.6,42,,1021.9,7.8,4:51 PM,,16.1,South,18.5,180
Clear,4/4/2013 21:51:00,-4.4,,27.8,44,,1021.4,7.2,5:51 PM,,16.1,Variable,9.3,0
